"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","rutube.ru","Беларусь","3","3","0.6666666666666665","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","shareit.lite","Таджикистан","3","3","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","shedevrum.ai","Таджикистан","3","3","0.0","00:00:38","0","0","0","0","0","0"
"Переходы по рекламе","showgamer.com","Кыргызстан","3","3","0.6666666666666665","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","sport.mail.ru","Кыргызстан","3","3","0.0","00:00:49","0","0","0","0","0","0"
"Переходы по рекламе","sport24.ru","Кыргызстан","3","3","0.33333333333333326","00:00:58","0","0","0","0","0","0"
"Переходы по рекламе","sterlegrad.ru","Казахстан","3","2","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Армения","3","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","tvzvezda.ru","Россия","3","1","0.33333333333333326","00:00:58","0","0","0","0","0","0"
"Переходы по рекламе","vfokuse.mail.ru","Казахстан","3","3","0.33333333333333326","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","vk.com","Казахстан","3","3","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","vuzopedia.ru","Россия","3","1","0.0","00:13:48","0","0","0","1","0","0"
"Переходы по рекламе","win.mail.ru","Беларусь","3","2","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Кыргызстан","3","3","0.0","00:01:17","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Не определено","3","3","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Беларусь","3","3","0.6666666666666665","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","yandex.uz","Узбекистан","3","3","0.33333333333333326","00:01:50","0","0","0","0","0","0"
"Переходы по рекламе","zakon.kz","Казахстан","3","3","0.6666666666666665","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","zoon.ru","Россия","3","3","0.0","00:00:39","0","0","1","0","0","0"
"Переходы по рекламе","Фид на ya.ru","Россия","3","3","0.0","00:00:25","0","0","0","0","0","0"
"Переходы из социальных сетей","Не определено","Россия","3","2","0.0","00:00:17","0","0","0","0","0","0"
"Прямые заходы","Не определено","Австралия","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Прямые заходы","Не определено","Аргентина","4","3","0.25","00:03:40","0","0","0","0","0","0"
"Прямые заходы","Не определено","Турция","4","2","0.25","00:05:49","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","США","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Нидерланды","4","4","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","aikyn.kz","Казахстан","4","4","0.25","00:00:15","0","1","0","0","0","0"
"Переходы по рекламе","almaty.tv","Казахстан","4","4","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","clapp.pure.flows.gen","Кыргызстан","4","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","clapp.pure.flows.gen","Узбекистан","4","3","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.FailGames.RusCarsCrash","Казахстан","4","3","0.0","00:01:22","0","0","0","0","0","0"
"Переходы по рекламе","com.Garawell.BridgeRace","Не определено","4","4","0.75","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.andreyrebrik.spider","Казахстан","4","3","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.bubadu.bubbu","Казахстан","4","3","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.bubble.tea.simulator.games","Казахстан","4","4","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.csasecurity.app","Беларусь","4","3","0.5","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fingerlab.word.blockpuzzles","Россия","4","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.snow.race","Кыргызстан","4","2","0.0","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.race","Кыргызстан","4","2","0.75","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.race","Узбекистан","4","3","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.mini.pop","Узбекистан","4","3","0.5","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.queen.dress","Кыргызстан","4","2","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.gamovation.tileclub","Не определено","4","3","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.gamovation.tileclub","Беларусь","4","3","0.5","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.gps.draw.flag.coloring.games","Казахстан","4","4","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.bricksballs","Кыргызстан","4","4","0.0","00:07:52","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.petexplosion","Азербайджан","4","2","0.5","00:00:20","0","1","0","0","0","0"
"Переходы по рекламе","com.kiloo.subwaysurf","Не определено","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.kzapp.soztabu","Казахстан","4","2","0.5","00:02:25","0","0","0","0","0","0"
"Переходы по рекламе","com.lenovo.anyshare.gps","Не определено","4","4","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.mad1.stresscrusher.relaxing.games","Казахстан","4","3","0.0","00:02:46","0","0","0","0","0","0"
"Переходы по рекламе","com.mi.globalbrowser","Таджикистан","4","3","0.25","00:00:48","0","0","0","0","0","0"
"Переходы по рекламе","com.mq.pop.huawei","Казахстан","4","3","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.mysoft.sheralijurayev1","Не определено","4","1","0.5","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.nekki.shadowfight","Казахстан","4","1","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.no1ornothing.color.water.sort.woody.puzzle","Азербайджан","4","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.fillwordsoffline","Таджикистан","4","3","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.fillwordsoffline","Узбекистан","4","3","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordpizza","Таджикистан","4","1","0.75","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordsearchsea","Россия","4","4","0.5","00:00:50","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.ios.wordspizza","Казахстан","4","4","0.5","00:00:51","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingangela2","Таджикистан","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtom2","Беларусь","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Беларусь","4","2","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Таджикистан","4","4","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Узбекистан","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.playstrom.dop2","Казахстан","4","4","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Кыргызстан","4","4","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.pujiagames.deeeersimulator","Кыргызстан","4","2","0.5","00:07:52","0","0","0","0","0","0"
"Переходы по рекламе","com.puzzle.traffic.escape.car","Казахстан","4","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.relaxplayers.appplayer","Казахстан","4","3","0.25","00:00:37","0","1","0","0","0","0"
"Переходы по рекламе","com.sh.mini.antistress.relaxing.games","Узбекистан","4","4","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.tripledot.tile.blossom","Россия","4","4","0.75","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","com.tvf.anti.stress.relaxing.mini.games","Беларусь","4","3","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.tvf.anti.stress.relaxing.mini.games","Молдова","4","2","0.25","00:10:54","0","0","0","0","0","0"
"Переходы по рекламе","com.wood.bolt.wordle.screw.nuts.puzzle","Не определено","4","2","0.75","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.bike.racinggame","Кыргызстан","4","3","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dsp-inneractive.yandex.ru","Россия","4","4","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","dzen.ru","Беларусь","4","4","0.25","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","game.yandex.ru","Молдова","4","3","0.75","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","hibiny.ru","Казахстан","4","4","0.25","00:00:18","0","1","0","0","0","0"
"Переходы по рекламе","hypergames.top","Не определено","4","4","0.0","00:00:37","0","1","0","0","0","0"
"Переходы по рекламе","kidultlovin.word.zen","Беларусь","4","4","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","kubnews.ru","Казахстан","4","4","0.25","00:00:52","0","0","0","0","0","0"
"Переходы по рекламе","m.video.yandex.ru","Кыргызстан","4","4","0.25","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","m.video.yandex.ru","Узбекистан","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","mail.ru","Казахстан","4","4","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","mail.yandex.ru","Беларусь","4","4","0.5","00:00:26","0","0","0","0","0","0"
"Переходы по рекламе","onet.tile.match.puzzle.android","Не определено","4","4","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","ru.playvision.durak","Казахстан","4","3","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","rutube.ru","Казахстан","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","sn.kz","Казахстан","4","4","0.25","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","solitaire.patience.card.games.klondike.free","Беларусь","4","3","0.75","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","sorting.games.goods.sort.triple.match3d.puzzle.stuff","Россия","4","4","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","upl.uz","Узбекистан","4","4","0.5","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","wtftime.ru","Туркменистан","4","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Казахстан","4","4","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Турция","4","3","0.25","00:00:19","0","0","0","0","0","0"
"Не определено","Не определено","Азербайджан","4","4","0.75","00:00:01","0","0","0","0","0","0"
"Прямые заходы","Не определено","Беларусь","5","5","0.4","00:00:09","0","0","0","0","0","0"
"Прямые заходы","Не определено","Канада","5","5","0.8","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Армения","5","5","0.4","00:00:23","0","0","0","0","0","0"
"Переходы по рекламе","cache.cliner.too.shust","Россия","5","1","0.2","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","cct.clever.courageous.treasure","Кыргызстан","5","5","0.6","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","checko.ru","Россия","5","4","0.0","00:02:00","0","0","0","0","0","0"
"Переходы по рекламе","com.FailGames.RusCarsCrash","Узбекистан","5","4","0.6","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.Garawell.BridgeRace","Казахстан","5","5","0.8","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.Garawell.BridgeRace","Узбекистан","5","4","0.8","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","com.Polystation.BuildABabe","Кыргызстан","5","5","0.8","00:00:12","0","1","0","0","0","0"
"Переходы по рекламе","com.app.champion.pro","Узбекистан","5","4","0.0","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","com.blackout.bubble","Россия","5","5","0.4","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.blockpuzzle.us.ios","Беларусь","5","3","0.2","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","com.cloudycastlegames.wordline","Казахстан","5","5","0.4","00:00:37","0","0","0","0","0","0"
"Переходы по рекламе","com.craftsman.go","Кыргызстан","5","4","0.4","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.bike.racing","Узбекистан","5","3","0.6","00:00:07","0","1","0","0","0","0"
"Переходы по рекламе","com.fpg.diy.people","Казахстан","5","4","0.0","00:01:57","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrot.mini","Кыргызстан","5","4","0.0","00:01:25","0","1","0","0","0","0"
"Переходы по рекламе","com.fpl.mech.arena","Казахстан","5","1","0.2","00:02:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.stuntmoto","Молдова","5","1","0.8","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wow","Кыргызстан","5","5","0.6","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.gamovation.mahjongclub","Казахстан","5","4","0.2","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.gps.draw.flag.coloring.games","Не определено","5","4","0.4","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.herocraft.game.free.redball3","Казахстан","5","1","0.4","00:00:37","0","0","0","0","0","0"
"Переходы по рекламе","com.hookah.sandboxinspace","Казахстан","5","5","0.4","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.petexplosion","Не определено","5","5","0.4","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","com.imo.android.imoim","Не определено","5","3","0.2","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.imo.android.imoim","Россия","5","1","0.4","00:00:49","0","0","0","0","0","0"
"Переходы по рекламе","com.imo.android.imoim","Узбекистан","5","4","0.8","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.opera.mini.native","Таджикистан","5","5","0.6","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.pixel.art.coloring.color.number","Не определено","5","3","0.6","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","com.pujiagames.deeeersimulator","Казахстан","5","4","0.4","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.robtopx.geometryjumplite","Узбекистан","5","4","1.0","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","com.runninggames.catrunners.runningpet","Казахстан","5","2","0.2","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.seenax.HideAndSeek","Казахстан","5","3","0.8","00:00:39","0","1","0","0","0","0"
"Переходы по рекламе","com.sh.fidget.toys.mini.relaxing.antistress.games","Кыргызстан","5","3","0.2","00:02:06","0","0","0","0","0","0"
"Переходы по рекламе","com.smallbell.Antistress.mi","Кыргызстан","5","4","0.0","00:02:27","0","2","0","0","0","0"
"Переходы по рекламе","com.tvf.anti.stress.relaxing.mini.games","Не определено","5","5","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.vkontakte.android","Россия","5","5","0.0","00:00:33","0","1","0","0","0","0"
"Переходы по рекламе","com.yg.toys.games","Узбекистан","5","5","0.0","00:06:16","0","0","0","0","0","0"
"Переходы по рекламе","dsp-xiaomi.yandex.ru","Россия","5","5","0.2","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","fabricators.ru","Россия","5","4","0.0","00:05:18","0","0","1","1","0","0"
"Переходы по рекламе","game.yandex.ru","Туркменистан","5","5","0.6","00:00:09","0","1","0","0","0","0"
"Переходы по рекламе","io.supercent.linkedcubic","Казахстан","5","5","0.8","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","m.images.yandex.ru","Не определено","5","5","0.6","00:00:11","0","1","0","0","0","0"
"Переходы по рекламе","m.video.yandex.ru","Казахстан","5","5","0.2","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","mirtesen.ru","Таджикистан","5","4","0.2","00:00:46","0","0","0","0","0","0"
"Переходы по рекламе","puzzle.yarn.fever.unravel.puzzle","Азербайджан","5","1","0.2","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king","Казахстан","5","5","0.6","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Узбекистан","5","3","0.4","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","www.kinoafisha.spb.ru","Узбекистан","5","5","0.4","00:00:09","0","1","0","0","0","0"
"Переходы по рекламе","com.action.cute.cat.flip","Казахстан","6","5","0.16666666666666663","00:00:47","0","0","0","0","0","0"
"Переходы по рекламе","com.alexp.eyemix","Казахстан","6","4","0.16666666666666663","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.block.juggle","Беларусь","6","6","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.taxipick","Узбекистан","6","4","0.8333333333333335","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","com.gamepark.vehicle.simulator.driving.games","Казахстан","6","5","0.0","00:01:14","0","0","0","0","0","0"
"Переходы по рекламе","com.halfbrick.dantheman","Казахстан","6","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.petexplosion","Кыргызстан","6","5","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.fillwordsoffline","Беларусь","6","5","0.33333333333333326","00:01:32","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordpizza","Не определено","6","6","0.16666666666666663","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtom2.2","Узбекистан","6","6","0.8333333333333335","00:01:09","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Не определено","6","6","0.8333333333333335","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","com.pixel.art.coloring.color.number","Беларусь","6","6","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.playflix.kick.breakragdoll.games","Казахстан","6","5","0.5","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Беларусь","6","5","0.8333333333333335","00:00:03","0","1","0","0","0","0"
"Переходы по рекламе","com.stellajoy.jigsawsolitaire","Азербайджан","6","1","0.16666666666666663","00:03:14","0","0","0","0","0","0"
"Переходы по рекламе","dsp-opera-exchange.yandex.ru","Беларусь","6","6","0.8333333333333335","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","dsp-xiaomi.yandex.ru","Казахстан","6","6","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","dzen.ru","Казахстан","6","5","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","images.yandex.ru","Россия","6","6","0.16666666666666663","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","m.games.yandex.ru","Узбекистан","6","6","0.6666666666666665","00:00:57","0","0","0","0","0","0"
"Переходы по рекламе","news.mail.ru","Узбекистан","6","6","0.33333333333333326","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","ru.yandex.yandexmaps","Россия","6","1","0.33333333333333326","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","tengrinews.kz","Казахстан","6","6","0.33333333333333326","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","vfokuse.mail.ru","Узбекистан","6","6","0.33333333333333326","00:00:14","0","1","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Узбекистан","6","6","0.16666666666666663","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","ya.ru","Россия","6","5","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","zamin.uz","Узбекистан","6","6","0.33333333333333326","00:00:14","0","0","0","0","0","0"
"Не определено","Не определено","Таджикистан","6","6","0.8333333333333335","00:01:12","0","0","0","0","0","0"
"Переходы по рекламе","av.by","Беларусь","7","1","0.5714285714285714","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","cct.clever.courageous.treasure","Узбекистан","7","3","0.42857142857142855","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.actopolus.pixeldudesandbox","Казахстан","7","5","0.42857142857142855","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.bigcake.android.bpdaily.huawei","Казахстан","7","5","0.5714285714285714","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.cutefun.linktiles.ru","Узбекистан","7","2","0.14285714285714285","00:04:26","0","0","1","0","0","0"
"Переходы по рекламе","com.dancing.smash.hop.game.tiles.circles.beat.piano.beatracing","Казахстан","7","5","0.0","00:01:38","0","0","0","0","0","0"
"Переходы по рекламе","com.gamepark.cop.simulator.police.games","Азербайджан","7","1","0.0","00:02:55","0","0","0","0","0","0"
"Переходы по рекламе","com.goods.sorting.games.triple.match3d.puzzle","Казахстан","7","4","0.7142857142857143","00:00:06","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.petexplosion","Узбекистан","7","7","0.2857142857142857","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.kiloo.subwaysurf","Кыргызстан","7","5","0.42857142857142855","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.krafts.building.k","Кыргызстан","7","3","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.no1ornothing.bloom.tile.match.puzzle","Казахстан","7","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.magicwordsearch","Россия","7","6","0.42857142857142855","00:02:14","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.herodash","Казахстан","7","5","0.14285714285714285","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingangela2","Азербайджан","7","6","0.8571428571428571","00:00:05","0","1","0","0","0","0"
"Переходы по рекламе","com.pd.vehiclemasters","Узбекистан","7","5","0.14285714285714285","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Узбекистан","7","7","0.8571428571428571","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","com.sh.fidget.toys.mini.relaxing.antistress.games","Таджикистан","7","5","0.14285714285714285","00:00:51","0","0","0","0","0","0"
"Переходы по рекламе","com.zm.nuts","Беларусь","7","3","0.14285714285714285","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","dsp-inneractive.yandex.ru","Армения","7","7","0.2857142857142857","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","dsp-mintagral.yandex.ru","Армения","7","4","0.0","00:02:35","0","0","0","0","0","0"
"Переходы по рекламе","dsp-mintagral.yandex.ru","Молдова","7","7","0.0","00:01:02","0","0","0","0","0","0"
"Переходы по рекламе","dsp-unityads.yandex.ru","Узбекистан","7","6","0.5714285714285714","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","finance.mail.ru","Узбекистан","7","7","0.2857142857142857","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","org.aastudio.games.longnards","Казахстан","7","7","0.8571428571428571","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","sport.mail.ru","Узбекистан","7","7","0.2857142857142857","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Беларусь","7","6","0.2857142857142857","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.kinoafisha.spb.ru","Кыргызстан","7","7","0.0","00:00:23","0","1","0","0","0","0"
"Переходы по рекламе","com.fungames.blockcraft","Азербайджан","8","8","0.5","00:00:31","0","2","0","0","0","0"
"Переходы по рекламе","com.gamepark.vehicle.simulator.driving.games","Узбекистан","8","6","0.5","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtom2","Россия","8","8","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtomgoldrun","Кыргызстан","8","8","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.pixel.art.coloring.color.number","Россия","8","8","0.875","00:00:01","0","0","0","0","0","0"
"Переходы по рекламе","com.robtopx.geometryjumplite","Казахстан","8","7","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.sh.fidget.toys.mini.relaxing.antistress.games","Не определено","8","7","0.0","00:00:29","0","0","0","0","0","0"
"Переходы по рекламе","com.sh.fidget.toys.mini.relaxing.antistress.games","Узбекистан","8","7","0.0","00:02:23","0","0","0","0","0","0"
"Переходы по рекламе","com.starplay.spider.fighter.openworld","Казахстан","8","7","0.625","00:01:25","0","0","0","0","0","0"
"Переходы по рекламе","com.wood.bolt.wordle.screw.nuts.puzzle","Россия","8","8","0.75","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","dygame.playerpartyminigames.mi","Кыргызстан","8","2","0.0","00:04:14","0","0","0","0","0","0"
"Переходы по рекламе","easy.sudoku.puzzle.solver.free","Казахстан","8","3","0.25","00:00:30","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Китай","9","2","0.2222222222222222","00:00:42","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Туркменистан","9","4","0.1111111111111111","00:03:39","0","1","0","0","0","0"
"Переходы по рекламе","beetles.puzzle.solitaire","Россия","9","7","0.4444444444444444","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.blockpuzzle.us.ios","Россия","9","8","0.1111111111111111","00:04:12","0","0","0","0","0","0"
"Переходы по рекламе","com.flyingwhalegames.carout","Россия","9","5","0.5555555555555556","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.tapcolor.color.coloring.number.paint.free","Казахстан","9","1","0.1111111111111111","00:02:55","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.minigame.relax","Узбекистан","9","6","0.4444444444444444","00:00:49","0","0","0","0","0","0"
"Переходы по рекламе","com.zm.nuts","Россия","9","4","0.2222222222222222","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","hypergames.top","Узбекистан","9","7","0.4444444444444444","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Узбекистан","9","8","0.33333333333333326","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","puzzle.blockpuzzle.cube.relax","Казахстан","9","6","0.4444444444444444","00:00:15","0","0","0","0","0","0"
"Не определено","Не определено","Россия","9","9","0.8888888888888888","00:00:12","0","0","0","0","0","0"
"Не определено","Не определено","Узбекистан","9","9","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.Garawell.BridgeRace","Кыргызстан","10","9","0.7","00:00:27","0","0","0","0","0","0"
"Переходы по рекламе","com.dig.deep","Казахстан","10","5","0.1","00:04:09","0","0","0","0","0","0"
"Переходы по рекламе","com.gtsy.annoying.punch.game","Казахстан","10","10","0.1","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","com.ls.teeth.dentalcare.teethdoctor.dentist.hospital.game","Казахстан","10","7","0.4","00:00:23","0","0","0","0","0","0"
"Переходы по рекламе","com.pin.screw.color.nuts.bolts.spin.free.game","Казахстан","10","8","0.6","00:02:03","0","0","0","0","0","0"
