Источник трафика;Площадка;Страна;Визиты;Посетители;Коэффициент отказов;Среднее время на сайте, сек;Целевые посетители (Переход в Telegram);Целевые посетители (Переход в WhatsApp);Целевые посетители (Автоцель: клик по email);Целевые посетители (Отправка формы (go to thank-you-page));Целевые посетители (Клик кнопки Звонок);Целевые посетители (Клик номера телефона (footer));Total goals;Junk source
Переходы по рекламе;com.tvf.anti.stress.relaxing.mini.games;Узбекистан;3.0;3.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.viber.voip;Таджикистан;3.0;3.0;0.6666666666666665;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.vitastudio.mahjong;Азербайджан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.vitastudio.mahjong;Таджикистан;3.0;3.0;0.6666666666666665;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.wm.cozy.fairyroom;Казахстан;3.0;1.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.HealthGuardd.mi;Узбекистан;3.0;1.0;0.33333333333333326;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.wrx.keupst.mi;Казахстан;3.0;2.0;0.33333333333333326;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.yg.bike.racinggame;Узбекистан;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.mini.games;;3.0;3.0;0.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.yg.mini.games;Кыргызстан;3.0;3.0;0.33333333333333326;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.yg.sf.minigames;Узбекистан;3.0;1.0;0.33333333333333326;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.toys.games;Таджикистан;3.0;2.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;deti-online.com;Казахстан;3.0;3.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;deti-online.com;Кыргызстан;3.0;3.0;0.33333333333333326;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;digitalbusiness.kz;Казахстан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;dsp-huawei.yandex.ru;Казахстан;3.0;3.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-inneractive.yandex.ru;Молдова;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-unityads.yandex.ru;Россия;3.0;1.0;0.33333333333333326;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-webeye.yandex.ru;Казахстан;3.0;3.0;0.6666666666666665;24.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;funvent.tilepark;Казахстан;3.0;3.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;game.yandex.ru;Армения;3.0;3.0;0.6666666666666665;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;gismeteo.ru;Россия;3.0;3.0;0.0;843.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;gridplus.ball.sort.colorpuz;Узбекистан;3.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;hypergames.top;Азербайджан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;hypergames.top;Таджикистан;3.0;3.0;0.33333333333333326;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;id.alwdevelopers.sakuraflowerwallpaper;Казахстан;3.0;1.0;0.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;jp.co.dwango.hcgdw007sandwichrun;Казахстан;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kinopoisk.ru;Казахстан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kubnews.ru;Кыргызстан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;live.wallpaper.livephoto.pic.picture.dope.anime.cool;;3.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.games.yandex.ru;Кыргызстан;3.0;3.0;0.33333333333333326;14.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;m.images.yandex.ru;Азербайджан;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.images.yandex.ru;Казахстан;3.0;3.0;0.6666666666666665;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.images.yandex.ru;Кыргызстан;3.0;3.0;0.6666666666666665;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.images.yandex.ru;Таджикистан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;;3.0;3.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;Кыргызстан;3.0;3.0;0.6666666666666665;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;Россия;3.0;3.0;0.6666666666666665;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.video.yandex.ru;;3.0;3.0;0.33333333333333326;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;maps.yandex.ru;Россия;3.0;3.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;milli.az;Азербайджан;3.0;1.0;0.33333333333333326;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;nur.kz;Казахстан;3.0;3.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;ok.ru;Казахстан;3.0;3.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;org.aastudio.games.longnards;Азербайджан;3.0;3.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;org.aastudio.games.longnards;Узбекистан;3.0;3.0;0.33333333333333326;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;progorod43.ru;Узбекистан;3.0;3.0;0.0;36.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;ru.litres.android.readfree;Казахстан;3.0;2.0;0.6666666666666665;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;rutube.ru;Беларусь;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;shareit.lite;Таджикистан;3.0;3.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;shedevrum.ai;Таджикистан;3.0;3.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;showgamer.com;Кыргызстан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;sport.mail.ru;Кыргызстан;3.0;3.0;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;sport24.ru;Кыргызстан;3.0;3.0;0.33333333333333326;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;sterlegrad.ru;Казахстан;3.0;2.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;teskin.jewels.planet;Армения;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;tvzvezda.ru;Россия;3.0;1.0;0.33333333333333326;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;vfokuse.mail.ru;Казахстан;3.0;3.0;0.33333333333333326;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;vk.com;Казахстан;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;vuzopedia.ru;Россия;3.0;1.0;0.0;828.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;ok
Переходы по рекламе;win.mail.ru;Беларусь;3.0;2.0;0.33333333333333326;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;www.ixbt.com;Кыргызстан;3.0;3.0;0.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;;3.0;3.0;0.33333333333333326;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Беларусь;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.uz;Узбекистан;3.0;3.0;0.33333333333333326;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;zakon.kz;Казахстан;3.0;3.0;0.6666666666666665;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;zoon.ru;Россия;3.0;3.0;0.0;39.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;Фид на ya.ru;Россия;3.0;3.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы из социальных сетей;;Россия;3.0;2.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Австралия;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Аргентина;4.0;3.0;0.25;220.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Турция;4.0;2.0;0.25;349.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы из поисковых систем;;США;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;;Нидерланды;4.0;4.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;aikyn.kz;Казахстан;4.0;4.0;0.25;15.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;almaty.tv;Казахстан;4.0;4.0;0.5;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;clapp.pure.flows.gen;Кыргызстан;4.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;clapp.pure.flows.gen;Узбекистан;4.0;3.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.FailGames.RusCarsCrash;Казахстан;4.0;3.0;0.0;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.Garawell.BridgeRace;;4.0;4.0;0.75;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.andreyrebrik.spider;Казахстан;4.0;3.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.bubadu.bubbu;Казахстан;4.0;3.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.bubble.tea.simulator.games;Казахстан;4.0;4.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.csasecurity.app;Беларусь;4.0;3.0;0.5;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fingerlab.word.blockpuzzles;Россия;4.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.snow.race;Кыргызстан;4.0;2.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.car.race;Кыргызстан;4.0;2.0;0.75;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.race;Узбекистан;4.0;3.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.mini.pop;Узбекистан;4.0;3.0;0.5;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.queen.dress;Кыргызстан;4.0;2.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gamovation.tileclub;;4.0;3.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gamovation.tileclub;Беларусь;4.0;3.0;0.5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gps.draw.flag.coloring.games;Казахстан;4.0;4.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.hotplay.bricksballs;Кыргызстан;4.0;4.0;0.0;472.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.hotplay.petexplosion;Азербайджан;4.0;2.0;0.5;20.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.kiloo.subwaysurf;;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.kzapp.soztabu;Казахстан;4.0;2.0;0.5;145.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.lenovo.anyshare.gps;;4.0;4.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.mad1.stresscrusher.relaxing.games;Казахстан;4.0;3.0;0.0;166.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.mi.globalbrowser;Таджикистан;4.0;3.0;0.25;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.mq.pop.huawei;Казахстан;4.0;3.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.mysoft.sheralijurayev1;;4.0;1.0;0.5;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.nekki.shadowfight;Казахстан;4.0;1.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.no1ornothing.color.water.sort.woody.puzzle;Азербайджан;4.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.openmygame.games.android.fillwordsoffline;Таджикистан;4.0;3.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.android.fillwordsoffline;Узбекистан;4.0;3.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.android.wordpizza;Таджикистан;4.0;1.0;0.75;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.android.wordsearchsea;Россия;4.0;4.0;0.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.ios.wordspizza;Казахстан;4.0;4.0;0.5;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.mytalkingangela2;Таджикистан;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.mytalkingtom2;Беларусь;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.talkingtomgoldrun;Беларусь;4.0;2.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.talkingtomgoldrun;Таджикистан;4.0;4.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.talkingtomgoldrun;Узбекистан;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.playstrom.dop2;Казахстан;4.0;4.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pronetis.ironball2;Кыргызстан;4.0;4.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.pujiagames.deeeersimulator;Кыргызстан;4.0;2.0;0.5;472.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.puzzle.traffic.escape.car;Казахстан;4.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.relaxplayers.appplayer;Казахстан;4.0;3.0;0.25;37.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.sh.mini.antistress.relaxing.games;Узбекистан;4.0;4.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.tripledot.tile.blossom;Россия;4.0;4.0;0.75;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.tvf.anti.stress.relaxing.mini.games;Беларусь;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.tvf.anti.stress.relaxing.mini.games;Молдова;4.0;2.0;0.25;654.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.wood.bolt.wordle.screw.nuts.puzzle;;4.0;2.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.bike.racinggame;Кыргызстан;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;dsp-inneractive.yandex.ru;Россия;4.0;4.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dzen.ru;Беларусь;4.0;4.0;0.25;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;game.yandex.ru;Молдова;4.0;3.0;0.75;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;hibiny.ru;Казахстан;4.0;4.0;0.25;18.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;hypergames.top;;4.0;4.0;0.0;37.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;kidultlovin.word.zen;Беларусь;4.0;4.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;kubnews.ru;Казахстан;4.0;4.0;0.25;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.video.yandex.ru;Кыргызстан;4.0;4.0;0.25;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.video.yandex.ru;Узбекистан;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;mail.ru;Казахстан;4.0;4.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;mail.yandex.ru;Беларусь;4.0;4.0;0.5;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;onet.tile.match.puzzle.android;;4.0;4.0;0.5;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;ru.playvision.durak;Казахстан;4.0;3.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;rutube.ru;Казахстан;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;sn.kz;Казахстан;4.0;4.0;0.25;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;solitaire.patience.card.games.klondike.free;Беларусь;4.0;3.0;0.75;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;sorting.games.goods.sort.triple.match3d.puzzle.stuff;Россия;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;upl.uz;Узбекистан;4.0;4.0;0.5;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;wtftime.ru;Туркменистан;4.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www.ixbt.com;Казахстан;4.0;4.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Турция;4.0;3.0;0.25;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
;;Азербайджан;4.0;4.0;0.75;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Беларусь;5.0;5.0;0.4;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Канада;5.0;5.0;0.8;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;;Армения;5.0;5.0;0.4;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;cache.cliner.too.shust;Россия;5.0;1.0;0.2;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;cct.clever.courageous.treasure;Кыргызстан;5.0;5.0;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;checko.ru;Россия;5.0;4.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.FailGames.RusCarsCrash;Узбекистан;5.0;4.0;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.Garawell.BridgeRace;Казахстан;5.0;5.0;0.8;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.Garawell.BridgeRace;Узбекистан;5.0;4.0;0.8;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.Polystation.BuildABabe;Кыргызстан;5.0;5.0;0.8;12.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.app.champion.pro;Узбекистан;5.0;4.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.blackout.bubble;Россия;5.0;5.0;0.4;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.blockpuzzle.us.ios;Беларусь;5.0;3.0;0.2;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.cloudycastlegames.wordline;Казахстан;5.0;5.0;0.4;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.craftsman.go;Кыргызстан;5.0;4.0;0.4;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.bike.racing;Узбекистан;5.0;3.0;0.6;7.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpg.diy.people;Казахстан;5.0;4.0;0.0;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.brainrot.mini;Кыргызстан;5.0;4.0;0.0;85.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.fpl.mech.arena;Казахстан;5.0;1.0;0.2;137.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.stuntmoto;Молдова;5.0;1.0;0.8;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fugo.wow;Кыргызстан;5.0;5.0;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gamovation.mahjongclub;Казахстан;5.0;4.0;0.2;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gps.draw.flag.coloring.games;;5.0;4.0;0.4;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.herocraft.game.free.redball3;Казахстан;5.0;1.0;0.4;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.hookah.sandboxinspace;Казахстан;5.0;5.0;0.4;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hotplay.petexplosion;;5.0;5.0;0.4;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.imo.android.imoim;;5.0;3.0;0.2;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.imo.android.imoim;Россия;5.0;1.0;0.4;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.imo.android.imoim;Узбекистан;5.0;4.0;0.8;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.opera.mini.native;Таджикистан;5.0;5.0;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pixel.art.coloring.color.number;;5.0;3.0;0.6;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pujiagames.deeeersimulator;Казахстан;5.0;4.0;0.4;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.robtopx.geometryjumplite;Узбекистан;5.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.runninggames.catrunners.runningpet;Казахстан;5.0;2.0;0.2;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.seenax.HideAndSeek;Казахстан;5.0;3.0;0.8;39.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.sh.fidget.toys.mini.relaxing.antistress.games;Кыргызстан;5.0;3.0;0.2;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
